Output for adpcm-test.c:
10,7.700,1313,43,317,612,59,223,77,2,17,39,3,10,17.052,21.500,18.647,15.692,19.667,22.300,118,0,31.333,41,0.333,3.667,6.000,2.000,1.667,0

Output for fft1k.c:
4,3.750,156032,0,13568,94976,13568,20352,15,0,1,9,1,2,10402.133,0,13568.000,10552.889,13568.000,10176.000,13568,13568,00.000,0,0.000,0.000,0.000,0.000,0.000,0
10,8.900,452096,13568,99072,187392,17664,116736,89,2,17,39,3,22,5079.730,6784.000,5827.765,4804.923,5888.000,5306.182,35328,0,31.333,50,0.333,3.667,6.000,2.000,4.667,0
1,8.000,8192,0,1024,3072,0,4096,8,0,1,3,0,4,1024.000,0,1024.000,1024.000,0,1024.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
1,7.000,7,0,0,4,0,3,7,0,0,4,0,3,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
5,8.600,31760,2049,2049,16393,1025,8195,43,2,3,23,1,11,738.605,1024.500,683.000,712.739,1025.000,745.000,3074,0,13.000,31,2.000,2.000,16.000,3.000,8.000,0
13,10.462,458930,18471,30720,356445,7187,32767,136,9,6,100,3,9,3374.485,2052.333,5120.000,3564.450,2395.667,3640.778,20527,0,111.000,118,8.000,6.000,85.000,11.000,8.000,0

Output for fibcall.c:
4,7.750,483,88,0,334,30,1,31,3,0,24,1,1,15.581,29.333,0,13.917,30.000,1.000,60,0,12.000,16,3.000,0.000,11.000,2.000,0.000,0
1,6.000,6,0,0,3,0,3,6,0,0,3,0,3,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for fir.c:
1,9.000,198,88,0,66,0,44,9,4,0,3,0,2,22.000,22.000,0,22.000,0,22.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
5,14.400,9054,668,10,7010,339,359,72,2,1,61,1,4,125.750,334.000,10.000,114.918,339.000,89.750,1007,0,13.000,26,2.000,0.000,20.000,3.000,1.000,0
9,6.111,457,42,40,180,22,131,55,4,4,25,2,14,8.309,10.500,10.000,7.200,11.000,9.357,64,0,23.000,44,2.000,2.000,8.500,3.000,6.500,0
10,8.900,3260,94,698,1368,134,832,89,2,17,39,3,22,36.629,47.000,41.059,35.077,44.667,37.818,174,94,31.333,50,0.333,3.667,6.000,2.000,4.667,0
7,11.571,679,20,86,426,31,85,81,1,13,49,2,12,8.383,20.000,6.615,8.694,15.500,7.083,42,20,12.000,29,0.000,6.000,16.000,2.000,5.000,0
4,3.750,3366,0,284,1988,284,526,15,0,1,9,1,2,224.400,0,284.000,220.889,284.000,263.000,568,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
13,5.462,8230,580,780,3580,590,2110,71,3,6,37,4,13,115.915,193.333,130.000,96.757,147.500,162.308,1180,0,18.000,47,3.000,4.000,21.000,8.000,11.000,0

Output for insertsort.c:
7,11.000,1799,262,0,1120,64,289,77,7,0,57,2,7,23.364,37.429,0,19.649,32.000,41.286,128,0,15.000,45,7.000,0.000,27.000,5.000,6.000,0

Output for jfdctint.c:
9,52.222,3584,978,0,2553,18,1,470,122,0,339,2,1,7.626,8.016,0,7.531,9.000,1.000,52,0,23.000,444,61.000,0.000,158.000,3.000,0.000,0
5,6.200,1168,321,0,587,65,66,31,5,0,19,1,3,37.677,64.200,0,30.895,65.000,22.000,194,0,13.000,18,5.000,0.000,9.000,3.000,1.000,0

Output for lms.c:
1,9.000,2214,984,0,738,0,492,9,4,0,3,0,2,246.000,246.000,0,246.000,0,246.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
9,8.000,8678,806,405,4441,404,1816,72,4,5,39,2,16,120.528,201.500,81.000,113.872,202.000,113.500,1210,0,23.000,43,2.000,1.000,11.000,3.000,4.500,0
13,5.462,84017,5974,7926,36552,6050,21436,71,3,6,37,4,13,1183.338,1991.333,1321.000,987.892,1512.500,1648.923,12129,0,18.000,47,3.000,4.000,21.000,8.000,11.000,0
10,8.900,57672,1472,12524,22803,2783,15307,89,2,17,39,3,22,648.000,736.000,736.706,584.692,927.667,695.773,5566,0,31.333,50,0.333,3.667,6.000,2.000,4.667,0
7,12.571,7868,203,1132,4673,325,1213,88,1,15,51,2,15,89.409,203.000,75.467,91.627,162.500,80.867,444,203,12.000,29,0.000,6.000,16.000,2.000,5.000,0
13,9.000,271350,29145,1407,165423,12864,37386,117,7,7,80,3,11,2319.231,4163.571,201.000,2067.787,4288.000,3398.727,37989,0,32.000,63,2.333,0.000,12.667,3.000,3.000,0
4,3.750,40144,0,3402,23814,3402,6124,15,0,1,9,1,2,2676.267,0,3402.000,2646.000,3402.000,3062.000,6804,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
1,4.000,404,0,0,202,0,202,4,0,0,2,0,2,101.000,0,0,101.000,0,101.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for ludcmp.c:
11,7.636,1507,235,42,848,85,200,84,8,2,54,3,10,17.940,29.375,21.000,15.704,28.333,20.000,182,0,19.000,63,8.000,2.000,36.000,9.000,8.000,0
45,6.733,3880,405,27,2249,200,680,303,27,5,181,13,46,12.805,15.000,5.400,12.425,15.385,14.783,344,175,39.667,250,8.333,1.000,48.333,12.000,13.667,0
4,3.750,55,0,5,35,5,5,15,0,1,9,1,2,3.667,0,5.000,3.889,5.000,2.500,10,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for matmul.c:
26,3.846,5287,657,0,3163,222,801,100,12,0,54,5,9,52.870,54.750,0,58.574,44.400,89.000,666,0,210.500,84,6.000,0.000,21.500,10.500,4.000,0
1,2.000,2,0,0,0,0,2,2,0,0,0,0,2,1.000,0,0,0,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for minver.c:
4,3.750,0,0,0,0,0,0,15,0,1,9,1,2,0.000,0,0.000,0.000,0.000,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
17,4.647,495,56,0,276,32,75,79,8,0,44,4,11,6.266,7.000,0,6.273,8.000,6.818,56,32,27.000,64,4.000,0.000,17.000,7.000,4.000,0
58,7.052,2117,223,36,1288,131,261,409,33,8,262,19,49,5.176,6.758,4.500,4.916,6.895,5.327,196,113,38.500,359,10.333,2.333,75.000,16.000,16.000,0
19,5.105,1005,95,0,608,56,154,97,10,0,61,7,8,10.361,9.500,0,9.967,8.000,19.250,96,52,111.000,57,6.000,0.000,33.000,11.000,7.000,0

Output for qsort-exam.c:
37,8.297,1750,244,80,1105,139,33,307,40,6,212,12,13,5.700,6.100,13.333,5.212,11.583,2.538,170,118,134.000,288,40.000,6.000,196.000,34.000,12.000,0
1,2.000,2,0,0,0,0,2,2,0,0,0,0,2,1.000,0,0,0,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for qurt.c:
4,3.750,0,0,0,0,0,0,15,0,1,9,1,2,0.000,0,0.000,0.000,0.000,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
13,4.923,918,122,58,445,98,68,64,3,6,37,4,6,14.344,40.667,9.667,12.027,24.500,11.333,182,43,18.000,41,3.000,4.000,21.000,8.000,5.000,0
1,14.000,14,0,0,10,0,4,14,0,0,10,0,4,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
8,10.375,140,0,24,85,8,20,83,0,13,53,3,10,1.687,0,1.846,1.604,2.667,2.000,6,5,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for simple.c:
17,4.059,81126,14704,0,41313,5904,7401,69,10,0,37,4,6,1175.739,1470.400,0,1116.568,1476.000,1233.500,17708,0,41.250,55,2.500,0.000,7.000,3.000,1.250,0

Output for sqrt.c:
4,3.750,0,0,0,0,0,0,15,0,1,9,1,2,0.000,0,0.000,0.000,0.000,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
13,5.308,785,58,78,358,59,173,69,3,6,37,4,11,11.377,19.333,13.000,9.676,14.750,15.727,118,0,18.000,45,3.000,4.000,21.000,8.000,9.000,0
1,8.000,8,0,0,5,0,3,8,0,0,5,0,3,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test10.c:
1,14.000,14,0,0,11,0,3,14,0,0,11,0,3,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
6,5.833,122,19,0,82,10,1,35,4,0,25,2,1,3.486,4.750,0,3.280,5.000,1.000,20,0,12.000,12,2.000,0.000,8.000,2.000,0.000,0

Output for test11.c:
9,5.000,39,5,0,26,3,2,45,5,0,29,3,3,0.867,1.000,0,0.897,1.000,0.667,6,0,13.000,19,4.000,0.000,12.000,3.000,0.000,0

Output for test12.c:
11,4.364,403,117,0,189,59,1,48,8,0,29,4,1,8.396,14.625,0,6.517,14.750,1.000,64,32,16.000,22,6.000,0.000,10.000,6.000,0.000,0
9,4.556,21,2,0,14,1,3,41,5,0,24,3,4,0.512,0.400,0,0.583,0.333,0.750,2,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test13.c:
8,5.375,87,23,0,45,7,2,43,9,0,25,2,2,2.023,2.556,0,1.800,3.500,1.000,10,7,16.000,29,9.000,0.000,14.000,6.000,0.000,0

Output for test14.c:
19,4.895,782,132,0,360,73,115,93,12,0,49,6,14,8.409,11.000,0,7.347,12.167,8.214,150,25,28.000,75,6.000,0.000,18.000,8.000,5.500,0

Output for test15.c:
4,7.500,33,6,0,21,2,2,30,5,0,20,1,2,1.100,1.200,0,1.050,2.000,1.000,2,2,12.000,10,3.000,0.000,5.000,2.000,0.000,0

Output for test16.c:
13,5.846,54,7,0,39,3,2,76,10,0,52,4,2,0.711,0.700,0,0.750,0.750,1.000,6,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test17.c:
16,3.875,38,11,0,16,6,2,62,17,0,28,6,2,0.613,0.647,0,0.571,1.000,1.000,9,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test18.c:
4,6.500,49,11,0,28,4,2,26,4,0,17,1,2,1.885,2.750,0,1.647,4.000,1.000,4,4,12.000,10,3.000,0.000,5.000,2.000,0.000,0

Output for test19.c:
1,9.000,9,1,0,6,0,2,9,1,0,6,0,2,1.000,1.000,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test1.c:
12,5.583,268,48,0,139,17,37,67,10,0,36,3,10,4.000,4.800,0,3.861,5.667,3.700,39,5,24.500,51,4.500,0.000,12.500,4.500,4.000,0

Output for test20.c:
10,5.400,3304,939,0,1425,470,2,54,8,0,35,4,2,61.185,117.375,0,40.714,117.500,1.000,936,2,16.000,22,6.000,0.000,10.000,6.000,0.000,0

Output for test21.c:
3,8.000,24,0,4,16,1,2,24,0,4,16,1,2,1.000,0,1.000,1.000,1.000,1.000,2,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test22.c:
16,3.812,37,14,0,12,6,2,61,20,0,24,6,2,0.607,0.700,0,0.500,1.000,1.000,9,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test23.c:
26,6.462,148,4,25,75,12,26,168,4,26,83,12,30,0.881,1.000,0.962,0.904,1.000,0.867,18,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test24.c:
1,10.000,0,0,0,0,0,0,10,1,0,8,0,1,0.000,0.000,0,0.000,0,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
1,10.000,0,0,0,0,0,0,10,1,0,8,0,1,0.000,0.000,0,0.000,0,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
1,8.000,0,0,0,0,0,0,8,0,0,6,0,2,0.000,0,0,0.000,0,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
4,4.250,0,0,0,0,0,0,17,3,0,10,1,1,0.000,0.000,0,0.000,0.000,0.000,0,0,12.000,10,3.000,0.000,5.000,2.000,0.000,0
8,4.875,0,0,0,0,0,0,39,5,0,25,3,2,0.000,0.000,0,0.000,0.000,0.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,1
10,4.300,84,12,0,37,9,15,43,4,0,21,3,9,1.953,3.000,0,1.762,3.000,1.667,11,9,18.000,33,4.000,0.000,15.000,8.000,6.000,0

Output for test25.c:
7,7.714,37,2,2,25,1,7,54,8,2,31,4,7,0.685,0.250,1.000,0.806,0.250,1.000,1,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test26.c:
1,15.000,15,0,0,14,0,1,15,0,0,14,0,1,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
4,8.750,261,18,0,216,9,9,35,2,0,26,1,5,7.457,9.000,0,8.308,9.000,1.800,18,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
4,5.000,28,3,0,19,2,2,20,2,0,14,1,1,1.400,1.500,0,1.357,2.000,2.000,2,2,00.000,0,0.000,0.000,0.000,0.000,0.000,0
5,5.200,173,26,0,96,9,25,26,3,0,15,1,4,6.654,8.667,0,6.400,9.000,6.250,26,0,13.000,20,3.000,0.000,11.000,3.000,3.000,0
11,3.909,309,43,0,112,32,79,43,4,0,16,3,13,7.186,10.750,0,7.000,10.667,6.077,66,9,19.000,32,4.000,0.000,10.000,9.000,9.000,0

Output for test27.c:
15,4.800,382,57,0,165,36,78,72,9,0,35,5,14,5.306,6.333,0,4.714,7.200,5.571,61,21,113.000,58,9.000,0.000,26.000,13.000,10.000,0

Output for test28.c:
17,4.353,254,51,0,132,21,23,74,10,0,39,5,9,3.432,5.100,0,3.385,4.200,2.556,37,11,32.500,60,3.333,0.000,10.000,4.333,2.333,0

Output for test29.c:
8,3.375,62,10,0,24,7,11,27,3,0,11,2,6,2.296,3.333,0,2.182,3.500,1.833,10,7,16.000,19,3.000,0.000,6.000,6.000,4.000,0

Output for test2.c:
4,3.000,30,3,0,15,3,6,12,1,0,6,1,2,2.500,3.000,0,2.500,3.000,3.000,6,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0
1,32.000,32,9,0,18,0,5,32,9,0,18,0,5,1.000,1.000,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test30.c:
4,6.500,59,11,0,38,4,2,26,3,0,18,1,2,2.269,3.667,0,2.111,4.000,1.000,4,4,12.000,14,3.000,0.000,9.000,2.000,0.000,0

Output for test31.c:
23,4.565,613,93,0,274,58,115,105,13,0,51,7,19,5.838,7.154,0,5.373,8.286,6.053,99,32,210.000,90,6.500,0.000,20.500,10.000,8.000,0

Output for test32.c:
15,5.667,364,59,0,163,46,70,85,12,0,44,5,15,4.282,4.917,0,3.705,9.200,4.667,72,0,26.000,67,6.000,0.000,16.000,6.000,5.500,0

Output for test33.c:
4,6.750,90,23,0,49,8,2,27,4,0,18,1,2,3.333,5.750,0,2.722,8.000,1.000,16,0,12.000,10,3.000,0.000,5.000,2.000,0.000,0

Output for test3.c:
5,4.000,26995,5998,0,13498,3000,2999,20,4,0,10,2,2,1349.750,1499.500,0,1349.800,1500.000,1499.500,4500,0,00.000,0,0.000,0.000,0.000,0.000,0.000,1
5,8.200,24028,6003,0,13520,1501,3,41,6,0,28,1,3,586.049,1000.500,0,482.857,1501.000,1.000,4502,0,13.000,16,4.000,0.000,9.000,3.000,0.000,0

Output for test4.c:
5,5.200,159812734,29964886,9988296,79906369,9988296,9988296,26,3,2,15,1,2,6146643.615,9988295.333,4994148.000,5327091.267,9988296.000,4994148.000,29964887,0,13.000,16,3.000,1.000,8.000,3.000,1.000,0
1,8.000,8,0,0,5,0,3,8,0,0,5,0,3,1.000,0,0,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test5.c:
6,6.667,36,4,0,25,3,2,40,3,0,30,2,2,0.900,1.333,0,0.833,1.500,1.000,3,2,12.000,12,2.000,0.000,8.000,2.000,0.000,0

Output for test6.c:
15,5.200,444,76,0,197,55,72,78,9,0,40,5,15,5.692,8.444,0,4.925,11.000,4.800,99,0,112.000,58,9.000,0.000,28.000,12.000,9.000,0

Output for test7.c:
10,5.400,326,32,0,185,22,65,54,5,0,31,3,9,6.037,6.400,0,5.968,7.333,7.222,44,0,15.000,34,4.000,0.000,19.000,5.000,6.000,0

Output for test8.c:
1,18.000,18,0,4,12,0,2,18,0,4,12,0,2,1.000,0,1.000,1.000,0,1.000,0,0,00.000,0,0.000,0.000,0.000,0.000,0.000,0

Output for test9.c:
10,4.700,83,12,0,37,9,15,47,4,0,24,3,10,1.766,3.000,0,1.542,3.000,1.500,12,7,18.000,33,4.000,0.000,15.000,8.000,6.000,0

